LogName,Date,Time,ComputerName,SourceName,TaskCategory,EventType,Keywords,OpCode,EventCode,Type,RecordNumber,Message
Security,2023-10-20,20:10:06,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609670,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:10:06,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Failure,Info,5157,0,609669,"The Windows Filtering Platform has blocked a connection."
Security,2023-10-20,20:10:06,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609668,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:10:06,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609667,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:10:06,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609666,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:10:06,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609665,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:10:06,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609664,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:10:05,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609663,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:15:10,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609959,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:15:20,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,609984,"A process has exited."
Security,2023-10-20,20:15:20,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,609983,"A new process has been created."
Security,2023-10-20,20:15:19,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609982,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:15:19,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,609981,"A process has exited."
Security,2023-10-20,20:15:18,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,609980,"A process has exited."
Application,2023-10-20,20:15:10,CLIENT-PC,SecurityCenter,None,4,Classic,Info,15,4,6373,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
Security,2023-10-20,20:15:18,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609979,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:15:17,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,609978,"A new process has been created."
Security,2023-10-20,20:15:17,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609977,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:15:16,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609976,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:15:16,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609975,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:15:16,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609974,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:15:07,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609958,"The Windows Filtering Platform has blocked a packet."
Application,2023-10-20,20:15:16,CLIENT-PC,SecurityCenter,None,4,Classic,Info,15,4,6376,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
Security,2023-10-20,20:15:16,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,609973,"A process has exited."
Security,2023-10-20,20:15:16,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,609972,"A new process has been created."
Security,2023-10-20,20:15:07,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Failure,Info,5157,0,609957,"The Windows Filtering Platform has blocked a connection."
Security,2023-10-20,20:15:07,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609956,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:15:07,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Failure,Info,5157,0,609955,"The Windows Filtering Platform has blocked a connection."
Security,2023-10-20,20:15:07,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,609954,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:15:07,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,609953,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:37:05,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611429,"A process has exited."
Security,2023-10-20,20:37:05,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611428,"A process has exited."
Security,2023-10-20,20:37:05,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611427,"A process has exited."
Security,2023-10-20,20:37:13,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,611431,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:37:13,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5158,0,611430,"The Windows Filtering Platform has permitted a bind to a local port."
Security,2023-10-20,20:37:18,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611441,"A process has exited."
Security,2023-10-20,20:37:18,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,611440,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:37:17,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611439,"A process has exited."
Security,2023-10-20,20:37:17,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,611438,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:37:17,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611437,"A new process has been created."
Security,2023-10-20,20:37:16,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,611436,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:37:16,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Success,Info,5156,0,611435,"The Windows Filtering Platform has permitted a connection."
Security,2023-10-20,20:37:16,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611434,"A new process has been created."
Security,2023-10-20,20:37:15,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611433,"A process has exited."
Security,2023-10-20,20:37:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611432,"A new process has been created."
Security,2023-10-20,20:37:24,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611451,"A process has exited."
Security,2023-10-20,20:37:23,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611450,"A process has exited."
Security,2023-10-20,20:37:23,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611449,"A process has exited."
Security,2023-10-20,20:37:22,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611448,"A process has exited."
Security,2023-10-20,20:37:22,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611447,"A process has exited."
Security,2023-10-20,20:37:22,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611446,"A new process has been created."
Security,2023-10-20,20:37:21,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611445,"A process has exited."
Security,2023-10-20,20:37:21,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611444,"A new process has been created."
Security,2023-10-20,20:37:20,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611443,"A process has exited."
Security,2023-10-20,20:37:20,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611442,"A new process has been created."
Security,2023-10-20,20:38:43,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611480,"A new process has been created."
System,2023-10-20,20:38:42,CLIENT-PC,Microsoft-Windows-DistributedCOM,None,3,Classic,Info,10016,3,3703,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID "
Security,2023-10-20,20:38:42,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611479,"A process has exited."
Security,2023-10-20,20:38:42,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611478,"A new process has been created."
Application,2023-10-20,20:38:42,CLIENT-PC,SecurityCenter,None,4,Classic,Info,15,4,6407,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_SNOOZED.
Security,2023-10-20,20:38:41,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,611477,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:38:40,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611476,"A token right was adjusted."
Security,2023-10-20,20:38:40,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611475,"A token right was adjusted."
Security,2023-10-20,20:38:40,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611474,"A process has exited."
Application,2023-10-20,20:38:48,CLIENT-PC,SecurityCenter,None,4,Classic,Info,15,4,6410,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_SNOOZED.
Application,2023-10-20,20:38:46,CLIENT-PC,SecurityCenter,None,4,Classic,Info,15,4,6409,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_SNOOZED.
Application,2023-10-20,20:38:44,CLIENT-PC,SecurityCenter,None,4,Classic,Info,15,4,6408,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_SNOOZED.
Security,2023-10-20,20:38:57,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,611484,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:38:56,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,611483,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:38:55,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,611482,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:38:54,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,611481,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:39:00,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Connection,0,Audit Failure,Info,5157,0,611486,"The Windows Filtering Platform has blocked a connection."
Security,2023-10-20,20:39:00,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,611485,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:39:41,CLIENT-PC,Microsoft Windows security auditing.,Filtering Platform Packet Drop,0,Audit Failure,Info,5152,0,611504,"The Windows Filtering Platform has blocked a packet."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611636,"A new process has been created."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611635,"A new process has been created."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611634,"A new process has been created."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Special Logon,0,Audit Success,Info,4672,0,611633,"Special privileges assigned to new logon."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Special Logon,0,Audit Success,Info,4672,0,611632,"Special privileges assigned to new logon."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Group Membership,0,Audit Success,Info,4627,0,611631,"Group membership information."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Logon,0,Audit Success,Info,4624,0,611630,"An account was successfully logged on."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Group Membership,0,Audit Success,Info,4627,0,611629,"Group membership information."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Logon,0,Audit Success,Info,4624,0,611628,"An account was successfully logged on."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Logon,0,Audit Success,Info,4648,0,611627,"A logon was attempted using explicit credentials."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611626,"A process has exited."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Logoff,0,Audit Success,Info,4634,0,611625,"An account was logged off."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611624,"A process has exited."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Group Membership,0,Audit Success,Info,4627,0,611623,"Group membership information."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Logon,0,Audit Success,Info,4624,0,611622,"An account was successfully logged on."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Logon,0,Audit Success,Info,4648,0,611621,"A logon was attempted using explicit credentials."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611620,"A process has exited."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611619,"A process has exited."
Application,2023-10-20,20:39:53,CLIENT-PC,Desktop Window Manager,None,4,Classic,None,9027,4,6413,The Desktop Window Manager has registered the session port.
System,2023-10-20,20:39:53,CLIENT-PC,Microsoft-Windows-Winlogon,1102,4,None,Info,7002,4,3704,User Logoff Notification for Customer Experience Improvement Program
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611618,"A process has exited."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611617,"A new process has been created."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611616,"A process has exited."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611615,"A new process has been created."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611614,"A token right was adjusted."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611613,"A new process has been created."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611612,"A token right was adjusted."
Security,2023-10-20,20:39:53,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,611611,"A new process has been created."
Application,2023-10-20,20:39:53,CLIENT-PC,Microsoft-Windows-Winlogon,None,4,Classic,None,6000,4,6412,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611610,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611609,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611608,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611607,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611606,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611605,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611604,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611603,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611602,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611601,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611600,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611678,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611599,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611677,"A scheduled task was updated."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611676,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611598,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611675,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611597,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611596,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611674,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611595,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611594,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611593,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611592,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611673,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611591,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611672,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611590,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611671,"A scheduled task was updated."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611670,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611589,"A process has exited."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611669,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611588,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4702,0,611668,"A scheduled task was updated."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611587,"A process has exited."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611586,"A process has exited."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Logoff,0,Audit Success,Info,4634,0,611667,"An account was logged off."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611585,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Logoff,0,Audit Success,Info,4634,0,611666,"An account was logged off."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611584,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4658,0,611665,"The handle to an object was closed."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Process Termination,0,Audit Success,Info,4689,0,611583,"A process has exited."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4658,0,611664,"The handle to an object was closed."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611582,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,SAM,0,Audit Success,Info,4656,0,611663,"A handle to an object was requested."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611581,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,SAM,0,Audit Success,Info,4656,0,611662,"A handle to an object was requested."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611580,"A token right was adjusted."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611579,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4658,0,611661,"The handle to an object was closed."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,Other Object Access Events,0,Audit Success,Info,4658,0,611660,"The handle to an object was closed."
Security,2023-10-20,20:39:52,CLIENT-PC,Microsoft Windows security auditing.,Token Right Adjusted Events,0,Audit Success,Info,4703,0,611578,"A token right was adjusted."
Security,2023-10-20,20:39:54,CLIENT-PC,Microsoft Windows security auditing.,SAM,0,Audit Success,Info,4656,0,611659,"A handle to an object was requested."
